Capture Timestamp,T,P : Percent Cmd_DoPreempt,WO: Ops p 0/1/2/3,WL: SumLatency p 0/1/2/3,WM: MaxLatency p 0/1/2/3,RO: Ops p 0/1/2/3,RL: SumLatency p 0/1/2/3,RM: MaxLatency p 0/1/2/3,E: Band Erases,F: Host Flushes,HR: Host Reads,HW: Host Writes,NR: Nand Reads,NW: Nand Writes,NUR: Nand Util Reads,NUW: Nand Util Writes,CW: Clog Writes,IW: Ind Writes,GC: GC Writes,PR: Prefetch Reads,PH: Prefetch Hits,PN: Prefetch fetch next ranges,AW: Writes that were handled by autowrite HW,WCD: Write cache dirty percentage,WCFB: Write cache free buffers percentage,GLT: GC L-only us,W : Wear Level Bands,BI: BLKS(SLC),BU: BLKS(MLC/TLC),BL: BLKS LVL,TH: Time in Hysteresis (ms),S : Free Segs,QOS,V : IndMem Free,ML: IndMem Lvl (C)hoke (E)extreme (A)low (0)good,X : Expedite Ok/Fail,U : Host unmaps,C : Host tags(Min/Max),UT: Update Time(us),NU: Updates,ST: Search Time(us),GMT: GC Move Time(us),NS: Searches,MB: Cache/Ind MBUs,IMM: Time Spent in Immediate Cmd (us),EX: Extra senses in MSP may slow read perf,Ti: IndMem #free tilesDT: delta for +freeTile/-fre,DT,DL,DM,DU,PUM,MTH,GCS,WA,GCD,GM,UE,GB,RH,RI,RR,GCN,OBC,SAJ,MAJ,LAJ,STI,MTI,LTI,TAJ,TBJ,GBJ,GUI,GTD,DTB,ABM,FRQ,CPU,CYC,INST,L2M,L2A,SMF,SMC,SMD,BO,OS,OV,CBDR_PA,CBDR_RD,REWS,RFRS,ADFH,ADHF,VBWR,VBRR,CFDWC,CFDRC,DLWD,DLRD,UWDF,URDF,DPQBI,DPQBO,
,348878,0,0/0/0/0,0/0/0/0,0/0/0/0,327/13/5/0,43192/1967/795/0,776/276/215/0,0,0,2190,120,2190,0,0,0,0,0,0,0,0,0,100,0,50,0,0,432,3386,0/0,0,8108,0,29428096,0,0/0,0,0/12,0,0,704,0,351,20/13,0,4,29,0/0,0,0/0,0/0,0/0,3/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,1,796,8,69855,51804,21,1124,1,0,0/0,0,0,0,0,0,0,0,1300,120,0,120,45,107,2248,0,2347,141,0,0,
,348977,0,0/0/0/0,0/0/0/0,0/0/0/0,137/15/0/0,17485/2390/0/0,262/247/0/0,0,0,736,1,736,0,0,0,0,0,0,0,0,0,100,0,50,0,0,432,3386,0/0,0,8108,0,29428096,0,0/0,0,0/12,0,0,290,0,154,20/13,0,0,29,0/0,0,0/0,0/0,0/0,3/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,796,3,31532,23132,10,515,1,0,0/0,0,0,0,0,0,0,0,344,1,0,1,18,50,754,0,748,8,0,0,
,349077,0,0/0/0/0,0/0/0/0,0/0/0/0,167/10/11/0,26599/1407/1661/0,658/193/262/0,0,0,1670,2,1670,0,0,0,0,0,0,0,0,0,100,0,50,0,0,432,3386,0/0,0,8106,0,29428096,0,0/0,0,0/12,0,0,352,0,195,20/13,0,0,29,0/0,0,0/0,0/0,0/0,3/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,1,796,5,42579,31600,14,660,1,0,0/0,0,0,0,0,0,0,0,460,2,0,2,27,64,1708,0,1694,18,0,0,
,349177,0,0/0/0/0,0/0/0/0,0/0/0/0,178/4/0/0,52239/471/0/0,1711/153/0/0,0,0,1875,384,1873,880,0,0,16,6,0,0,0,0,100,0,50,0,0,432,3386,0/0,0,8123,0,29428192,0,0/0,661,0/12,3154,685,495,0,187,20/13,0,0,30,1/0,0,0/0,0/0,0/0,3/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,1,798,14,119570,96468,167,1151,1,0,0/0,0,0,0,0,0,194,194,1076,187,4,388,181,720,1924,886,2585,1591,0,0,
,349276,0,0/0/0/0,0/0/0/0,0/0/0/0,39/2/0/0,5520/241/0/0,253/160/0/0,0,0,326,3,326,0,0,0,0,0,0,0,0,0,100,0,50,0,0,432,3386,0/0,0,8122,0,29428192,0,0/0,0,0/12,0,0,54,0,42,20/13,0,0,30,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,796,1,13328,9477,8,157,1,0,0/0,0,0,0,0,0,0,0,9,3,0,3,8,25,333,0,333,6,0,0,
,349376,0,0/0/0/0,0/0/0/0,0/0/0/0,59/19/0/0,47338/2326/0/0,5140/326/0/0,1,0,541,535,539,968,0,0,8,3,0,0,0,0,100,0,51,0,0,432,3386,0/0,0,8003,0,29428312,0,0/0,394,0/12,3127,622,210,0,78,20/13,0,0,30,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,798,12,102998,82725,167,956,1,0,0/0,0,0,0,0,0,218,218,162,171,5,540,148,718,566,975,1428,1854,0,0,
,349475,0,0/0/0/0,0/0/0/0,0/0/0/0,191/57/2/0,31592/8172/2385/0,1480/244/1458/0,0,0,1166,736,1166,968,0,0,8,3,0,0,0,0,100,1,50,0,0,432,3386,0/0,0,8115,0,29428304,0,0/0,207,0/12,1597,340,565,0,257,20/13,0,0,30,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,797,12,96366,71518,122,1260,1,0,0/0,0,0,0,0,0,195,195,922,616,1,742,110,517,1206,975,2227,2021,0,0,
,349574,0,0/0/0/0,0/0/0/0,0/0/0/0,184/93/0/0,19253/10905/0/0,689/289/0/0,0,0,1178,9,1178,0,0,0,0,0,0,0,0,0,100,1,49,0,0,432,3386,0/0,0,8112,0,29428304,0,0/0,0,0/6,0,0,641,0,285,20/13,0,0,30,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,1,796,7,57068,41087,33,849,1,0,0/0,0,0,0,0,0,0,0,1004,9,0,9,40,142,1212,0,1209,21,0,0,
,349673,0,0/0/0/0,0/0/0/0,0/0/0/0,734/88/1/0,72850/10651/67/0,738/304/67/0,0,0,3375,0,3375,0,0,0,0,0,0,0,0,0,0,1,49,0,0,432,3386,0/0,0,8111,0,29428304,0,0/0,0,0/6,0,0,1917,0,837,20/13,0,3,30,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,1,796,18,146350,111695,32,2332,1,0,0/0,0,0,0,0,0,0,0,3171,0,0,0,79,184,3456,0,3421,35,0,0,
,349772,0,0/0/0/0,0/0/0/0,0/0/0/0,41/160/2/0,5961/17850/260/0,310/206/137/0,0,0,715,21,715,0,0,0,0,0,0,0,0,0,100,1,49,0,0,432,3386,0/0,0,8111,0,29428304,0,0/0,0,0/6,0,0,313,0,202,20/13,0,0,30,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,796,4,38912,28068,15,624,1,0,0/0,0,0,0,0,0,0,0,492,21,0,21,27,75,740,0,754,28,0,0,
,349872,0,0/0/0/0,0/0/0/0,0/0/0/0,325/50/0/0,47700/4303/0/0,698/158/0/0,0,0,2165,0,2165,0,0,0,0,0,0,0,0,0,0,1,49,0,0,432,3386,0/0,0,8111,0,29428304,0,0/0,0,0/9,0,0,628,0,380,20/13,0,0,30,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,1,796,8,70126,52516,22,1088,1,0,0/0,0,0,0,0,0,0,0,1084,0,0,0,44,107,2217,0,2196,21,0,0,
,349972,0,0/0/0/0,0/0/0/0,0/0/0/0,75/59/0/0,10996/9200/0/0,411/269/0/0,0,0,711,21,711,0,0,0,0,0,0,0,0,0,100,1,49,0,0,432,3386,0/0,0,8105,0,29428304,0,0/0,0,0/9,0,0,280,0,139,20/13,0,0,30,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,796,3,29712,21285,13,483,1,0,0/0,0,0,0,0,0,0,0,288,21,0,21,21,62,731,0,745,28,0,0,
,350071,0,0/0/0/0,0/0/0/0,0/0/0/0,52/49/0/0,6922/6778/0/0,228/256/0/0,0,0,485,1,485,0,0,0,0,0,0,0,0,0,100,1,49,0,0,432,3386,0/0,0,8104,0,29428304,0,0/0,0,0/9,0,0,204,0,103,20/13,0,0,30,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,796,2,23433,16906,10,354,1,0,0/0,0,0,0,0,0,0,0,237,1,0,1,15,45,500,0,496,5,0,0,
,350171,0,0/0/0/0,0/0/0/0,0/0/0/0,12/391/0/0,1350/42436/0/0,149/295/0/0,0,0,936,15,935,0,0,0,0,0,0,0,0,0,100,1,49,0,0,432,3386,0/0,0,8100,0,29428304,0,0/0,0,0/9,0,0,869,0,407,20/13,0,0,30,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,1,796,8,69727,50773,33,1087,1,0,0/0,0,0,0,0,0,0,0,676,15,1,15,49,156,971,0,976,27,0,0,
,350271,0,0/0/0/0,0/0/0/0,0/0/0/0,153/75/1/0,25017/11828/118/0,1208/375/118/0,0,0,1975,32,1975,192,0,0,0,0,0,0,0,0,100,1,50,0,0,432,3386,0/0,0,8105,0,29428288,0,0/0,0,0/9,73,7,362,0,241,20/13,0,0,30,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,1,796,6,52020,37305,37,768,1,0,0/0,0,0,0,0,0,48,48,233,32,0,32,50,157,2018,193,2103,317,0,0,
,350371,0,0/0/0/0,0/0/0/0,0/0/0/0,283/179/0/0,42357/21670/0/0,848/817/0/0,0,0,3063,4,3063,0,0,0,0,0,0,0,0,0,100,1,50,0,0,432,3386,0/0,0,8101,0,29428288,0,0/0,0,0/9,0,0,837,0,471,20/13,0,0,30,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,796,11,88610,66071,36,1282,1,0,0/0,0,0,0,0,0,0,0,1649,4,0,4,59,161,3133,0,3107,34,0,0,
,350470,0,0/0/0/0,0/0/0/0,0/0/0/0,141/240/4/0,21518/35147/465/0,336/1095/136/0,0,0,2883,6,2883,0,0,0,0,0,0,0,0,0,100,1,50,0,0,432,3386,0/0,0,8097,0,29428288,0,0/0,0,0/9,0,0,653,0,390,20/13,0,0,30,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,1,796,9,74601,55252,28,1135,1,0,0/0,0,0,0,0,0,0,0,1549,6,0,6,53,135,2947,0,2925,34,0,0,
,350570,0,0/0/0/0,0/0/0/0,0/0/0/0,65/153/0/0,18114/72587/0/0,3071/4832/0/0,1,0,1909,258,1909,480,0,0,0,0,0,0,0,0,100,0,51,0,0,432,3386,0/0,0,8122,0,29428312,0,0/0,40,0/13,1450,292,556,0,228,20/13,0,0,30,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,798,11,93684,71424,119,1022,1,0,0/0,0,0,0,0,0,233,157,1748,143,62,381,134,502,1962,483,2611,1000,0,0,
,350669,0,0/0/0/0,0/0/0/0,0/0/0/0,270/295/0/0,30681/40745/0/0,297/273/0/0,0,0,2435,23,2435,0,0,0,0,0,0,0,0,0,100,0,51,0,0,432,3386,0/0,0,8116,0,29428312,0,0/0,0,0/13,0,0,1187,0,570,20/13,0,0,30,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,1,796,12,99547,73734,41,1577,1,0,0/0,0,0,0,0,0,0,0,2079,23,0,23,66,185,2496,0,2494,48,0,0,
,350768,0,0/0/0/0,0/0/0/0,0/0/0/0,45/272/0/0,5401/46759/0/0,211/1375/0/0,0,0,1988,415,1988,488,0,0,8,3,0,0,0,0,100,0,50,0,0,432,3386,0/0,0,8124,0,29428352,0,0/0,333,0/13,1808,499,633,0,321,20/13,0,0,30,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,798,13,109713,85482,117,1306,1,0,0/0,0,0,0,0,0,225,189,965,281,62,540,138,517,2045,491,2841,1216,0,0,
,350868,0,0/0/0/0,0/0/0/0,0/0/0/0,7/446/4/0,749/71810/579/0,153/1520/184/0,0,0,2423,76,2423,104,0,0,8,3,0,0,0,0,100,0,50,0,0,432,3386,0/0,0,8117,0,29428344,0,0/0,234,0/13,1062,229,941,0,464,20/13,0,0,30,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,797,12,101899,75194,95,1446,1,0,0/0,0,0,0,0,0,48,54,1409,30,12,101,114,402,2486,104,2623,289,0,0,
,350967,0,0/0/0/0,0/0/0/0,0/0/0/0,32/289/3/0,5033/63753/420/0,903/1833/171/0,0,0,2211,242,2211,0,0,0,0,0,0,0,0,0,100,0,50,0,0,432,3386,0/0,0,8110,0,29428344,0,0/0,0,0/13,0,0,743,0,332,20/13,0,8,30,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,797,8,70942,51535,36,1060,1,0,0/0,0,0,0,0,0,0,0,1793,242,0,243,57,165,2268,0,2490,264,0,0,
,351066,0,0/0/0/0,0/0/0/0,0/0/0/0,21/220/2/0,2754/32141/293/0,278/309/162/0,0,0,1241,452,1241,0,0,0,0,0,0,0,0,0,100,0,50,0,0,432,3386,0/0,0,8101,0,29428344,0,0/0,0,0/13,0,0,465,0,246,20/13,0,0,30,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,796,7,59897,42481,28,930,1,0,0/0,0,0,0,0,0,0,0,510,452,0,455,50,140,1274,0,1717,465,0,0,
