## smcDiagnose 5.00 200
TIME_DIFF ,0.000000
TN0n , -127.000000
TNFC , 34.999683
TP0Z , 51.850006
TP1d , 48.520004
TP2d , 54.411301
TP3d , 50.169357
TP4d , 55.740387
TP5d , 45.920013
TQ0d , 44.516312
TQ0j , 47.000000
TR0P , 50.774200
TSCP , 55.721161
TV0A , 5.168273
TV0s , 36.257595
TVAL , 36.250000
TVBE , 38.642033
TVBR , 38.828098
TVBa , 32.991741
TVD0 , 70.948624
TVDi , 0.000000
TVDz , 30.457426
TVFA , 32.565430
TVFD , 30.457426
TVFL , 31.288603
TVFM , 37.229351
TVRH , 30.718225
TVRM , 37.128201
TVRQ , 36.257595
TVRR , 37.128201
TVa1 , 34.019485
TVa2 , 33.537804
TVa3 , 31.929527
TVa4 , 31.238457
TVa5 , 32.499123
TVb1 , 40.548878
TVb2 , 40.786655
TVb3 , 38.203266
TVb4 , 33.275673
TVb5 , 32.248100
TVc1 , 36.082840
TVc2 , 36.050869
TVc3 , 34.954739
TVc4 , 35.463242
TVc5 , 34.926914
TVd1 , 34.798615
TVd2 , 34.348473
TVd3 , 34.300594
TVd4 , 33.802719
TVd5 , 33.483780
TVe1 , 33.151741
TVe2 , 33.809429
TVe3 , 33.949112
TVe4 , 33.544140
TVe5 , 33.346748
TW0P , 52.532272
Ta00 , 0.000000
Ta01 , -1.775000
Ta04 , 0.000000
Ta05 , -3.175000
Ta08 , 0.000000
Ta09 , 0.425000
Ta0O , 0.000000
Ta0P , 0.325000
Ta0R , 0.000000
Ta0S , 0.925000
Tarc , -127.000000
Te04 , 66.323624
Te05 , 70.948624
Te06 , 73.046875
Te0K , 62.895599
Te0L , 67.820602
Te0M , 69.531250
Tg00 , 59.626953
Tg01 , 63.151955
Tg08 , 59.470703
Tg09 , 62.995705
Tg0C , 59.908203
Tg0D , 63.433205
Tg0U , 59.882812
Tg0V , 63.407814
Tp04 , 62.647896
Tp05 , 67.972893
Tp06 , 69.046875
Tp0C , 62.425117
Tp0D , 67.750114
Tp0E , 68.593750
Tp0G , 62.917595
Tp0H , 68.242592
Tp0I , 70.531250
Tp0O , 62.439423
Tp0P , 67.764420
Tp0Q , 69.703125
Tp0X , 63.519318
Tp0Y , 68.044319
Tp0Z , 73.359375
Tp0a , 64.385719
Tp0b , 69.310722
Tp0c , 75.250000
Ts0K , 58.364716
Ts0L , 58.364716
Ts0M , 58.859375
Tz11 , 0.000000
Tz12 , 0.000000
Tz13 , 0.000000
Tz14 , 0.000000
Tz15 , 0.000000
Tz16 , 0.000000
Tz17 , 0.000000
Tz18 , 0.000000
Tz1j , 0.000000
U1B0 , 0x00 00 00 00 00 00 00 00  00 00 00 00 
U1D0 , 0.000000
U1N0 , 0.000000
U1R0 , 0.000000
U1S0 , 0.000000
U1bs , 0.000000
UB0T , 0.000000
UBAC , 0.000000
UBAT , 0.000000
UBAV , 0.000000
UBCR , 0x01 
UBD0 , 0.000000
UBDD , 0.000000
UBFC , 0.000000
UBHR , 0x01 
UBID , 0.000000
UBIS , 0.000000
UBLP , 0.000000
UBNC , 0.000000
UBPC , 0.000000
UBPF , 0.000000
UBPI , 0.000000
UBPN , 0.000000
UBPR , 0.000000
UBPV , 0.000000
UBRM , 0.000000
UBRS , 0.000000
UBSB , 0.000000
UBSS , 0.000000
UBSU , 0.000000
UBSV , 0.000000
UBSW , 0.000000
UBSX , 0.000000
UBSY , 0.000000
UBSZ , 0.000000
UBUI , 0.000000
UCFG , 0x04 14 
UPOC , 0.000000
UPOF , 0x00 
UPOR , 0.000000
UPOS , 0.000000
UPOT , 0.000000
VBUS , 1.000000
VBat , 4.385554
VP0B , 4.387833
VP0b , 0.581164
VP0u , 4.371933
VP1b , 0.012030
VP2b , 0.621994
VP4b , 0.977220
VP7b , 0.777080
VPab , 0.892834
VPbb , 0.802899
VPdb , 0.587097
VQ0l , 3.299988
VQ0u , 4.699997
VQ1u , 0.074997
VQDD , 4.439987
Vb1f , 4.385554
Vb3f , 4.387393
WA0u , 4688.000000
WABL , 0.000000
WACB , 258.000000
WACC , 9.000000
WACM , 1.000000
WACO , 0.000000
WACP , 0.000000
WACR , 0x00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 
WACS , 0.000000
WACX , 7500.000000
WACZ , 0.000000
WADA , 0.000000
WADD , 0.000000
WADE , 0x00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  
WADI , 3.000000
WADL , 1.000000
WADP , 0.000000
WADS , 0x18 00 81 04 00 00 00 00  
WADT , 0.000000
WAEF , 0x00 00 00 00 00 00 00 00  
WAEK , 0.000000
WAEM , 0x00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  
WAEQ , 0.000000
WAER , 0x00 00 00 00 00 00 00 00  
WAF2 , 0x08 00 00 00 
WAFB , 0.000000
WAFI , 29.000000
WAFM , 0.000000
WAFQ , 0.000000
WAFR , 0x00 00 00 00 00 00 00 00  
WAFS , 0xc0 02 00 20 00 00 00 00  
WAFV , 16976964.000000
WAFW , 14.000000
WAG1 , 0.000000
WAG2 , 0.000000
WAG3 , 0.000000
WAG4 , 0.000000
WAGT , 0.000000
WAHF , 0.000000
WAHO , 0.000000
WAI1 , 0.000000
WAI2 , 0.000000
WAI3 , 0.000000
WAI4 , 0.000000
WAIB , 0.000000
WAIC , 0.000000
WAID , 0.000000
WAIE , 0.000000
WAIF , 0.000000
WAIH , 0.000000
WAIL , 0.000000
WAIM , 0.000000
WAIP , 0.000000
WAIR , 0.000000
WAIS , 1.000000
WAIT , 440.000000
WAIV , 0.000000
WAIZ , 0.000000
WAKE , 0.000000
WALI , 0.000000
WALM , 3.000000
WALR , 0.000000
WALS , 1159332.000000
WALW , 0x00 00 00 00 
WAM0 , 0.000000
WAM1 , 0.000000
WAM2 , 0.000000
WAM3 , 0.000000
WAMA , 0.000000
WAMC , 0.000000
WAMD , 0.000000
WAMF , 0x00 00 00 00 
WAMI , 0x09 b0 00 00 ff ff ff ff  00 00 00 00 00 00 00 00  
WAMO , 0.000000
WAMP , 0.000000
WAMQ , 0x00 00 00 00 
WAMV , 0.000000
WANC , 1.000000
WAOC , 0.000000
WAOD , 0.000000
WAOE , 1520.000000
WAOF , 4420.000000
WAOG , 0.000000
WAOH , 0.000000
WAOI , 4420.000000
WAOJ , 1520.000000
WAOP , 0.000000
WAOR , 0.000000
WAOT , 0.000000
WAOV , 196615.000000
WAOZ , 0.000000
WAPA , 0.000000
WAPB , 0.000000
WAPC , 0.000000
WAPD , 0x00 00 00 00 00 00 00 00  
WAPL , 0.000000
WAPM , 0.000000
WAPN , 0.000000
WAPP , 0.000000
WAPR , 0.000000
WAPS , 0.000000
WAPT , 0.000000
WAPY , 0.000000
WAQM , 0.000000
WAQS , 0x00 00 00 00 
WAQV , 0x00 00 00 00 
WARC , 0.000000
WARD , 0.000000
WARF , 0.000000
WARI , 0.000000
WARL , 0.000000
WARM , 0.000000
WARP , 0.000000
WARS , 0.000000
WARV , 0.000000
WASF , 0.000000
WASM , 0.000000
WASR , 0.000000
WASS , 0.000000
WATC , 0.000000
WATF , 0.000000
WATL , 0.000000
WATP , 4400.000000
WATS , 0x00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  
WATT , 0.000000
WATV , 0.000000
WAUS , 0.000000
WAV1 , 0.000000
WAV2 , 0.000000
WAV3 , 0.000000
WAV4 , 0.000000
WAVN , 0.000000
WAVR , 0.000000
WAXC , 0.000000
WCd0 , 0.000000
WCe0 , 1520.000000
WCf0 , 4420.000000
WCg0 , 0.000000
WCh0 , 0.000000
WCi0 , 4420.000000
WCj0 , 1520.000000
WCp0 , 0.000000
WCr0 , 0.000000
WCt0 , 0.000000
WKTP , 0.000000
YBj0 , 0x0a 00 a6 1d 12 c0 d5 04  0f d1 05 f1 08 14 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  
YBk0 , 3000.000000
YBl0 , 2920.000000
YBm0 , 0x00 00 00 00 00 00 00 00  00 00 00 00 
YBn0 , 0.000000
YBo0 , 0.000000
YBv0 , 1.000000
YBw0 , 0x00 00 00 
YBx0 , 0xb8 0b 00 00 
YCd0 , 16.000000
YCe0 , 4.000000
YCf0 , 1.000000
YCg0 , 0x00 00 00 00 00 00 00 00  00 
YSA0 , 0.000000
YSB0 , 0.000000
YSC0 , 0.000000
YSD0 , 0.000000
YSE0 , 0.000000
YSF0 , 0.000000
YSG0 , 0.000000
YSH0 , 0.000000
YSI0 , 0.000000
YSJ0 , 0.000000
YSK0 , 0.000000
YSL0 , 0.000000
YSM0 , 0.000000
YUx0 , 16.000000
YVa0 , 0.000000
aBID , 65.000000
aDC# , 30.000000
aP00 , 163.000000
aP01 , 1575.000000
aP02 , 5.000000
aP58 , 1607.000000
aP59 , 0.000000
aP5a , 1909.000000
aP5b , 99.000000
aP5c , 182.000000
aP5d , 0.000000
aP5e , 358.000000
aP70 , 3278.000000
aP71 , 2050.000000
aP72 , 2151.000000
aP73 , 2456.000000
aP74 , 2464.000000
aP75 , 2776.000000
aP76 , 1475.000000
aP77 , 4.000000
aP78 , 1403.000000
aP79 , 2212.000000
aP7a , 2575.000000
aP7b , 3296.000000
aP7c , 1487.000000
aP7d , 3068.000000
aP7e , 2288.000000
aP7f , 0.000000
aP80 , 0.000000
bHLD , 0.000000
bPHD , 0.000000
bRIN , 0.000000
bVDN , 0.000000
bVUP , 0.000000
bca0 , 873.000000
bdF0 , 0x20 37 76 3c 
bdJ0 , 115.000000
bdc0 , 3000.000000
bdj0 , 0x80 0a b2 2c 00 00 00 00  
bdv0 , 0.000000
bdw0 , 0.000000
bel0 , 0x48 35 37 00 00 00 00 00  00 00 00 00 00 00 00 00  00 
bem0 , 4289.000000
ben0 , 2294.000000
beo0 , 2878.000000
bep0 , 4368.000000
beq0 , 0x00 4f 00 6e 00 7e 00 6d  00 7e 00 62 00 7a 00 80  00 85 00 92 00 9b 00 98  00 aa 01 4d 05 ec 00 00  
ber0 , 115.000000
bes0 , 873.000000
bet0 , 34.599991
beu0 , 4368.000000
bex0 , 0x00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  
bey0 , 0x46 47 39 48 37 37 30 30  31 41 46 30 30 30 30 36  54 56 00 00 00 
bez0 , 0.000000
bfA0 , 0x03 03 79 09 00 00 00 00  00 00 01 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  
bfB0 , 3078.000000
bfC0 , 3078.000000
bfD0 , 0.000000
bfE0 , 0.000000
bfF0 , 0.000000
bfG0 , 0x5f 05 00 
bfH0 , 0x00 00 00 00 00 00 00 00  
bfI0 , 82.000000
bfJ0 , 1.000000
bfK0 , 1.000000
bfL0 , 0.000000
bfb0 , 0x00 
bfc0 , 0x00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  
bfd0 , 0x01 
bfe0 , 0x00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  
bfg0 , 4395.000000
bfh0 , 3801.000000
bfi0 , 3496.000000
bfj0 , 4484.000000
bfk0 , 0.000000
bfl0 , 0.000000
bfm0 , 0.000000
bfn0 , 0x08 
bfo0 , 3734.000000
bfp0 , 3914.000000
bfq0 , 799.000000
bfs0 , 0x00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  07 00 00 00 2e 00 00 00  00 00 00 00 00 00 00 00  10 00 00 00 00 00 00 00  00 00 00 00 01 00 00 00  00 00 00 00 53 02 00 00  8e 01 00 00 2f 00 00 00  e5 02 00 00 ab 01 00 00  61 00 00 00 97 02 00 00  ee 02 00 00 
bft0 , 855.000000
bfu0 , 855.000000
bfv0 , 0xd5 6d 80 06 
bfx0 , 0.000000
bfy0 , 0x00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  
bgA0 , 0x00 00 
bgB0 , 0x00 00 00 00 
bkA0 , 4406.000000
bkB0 , 1.000000
bkD0 , 0.000000
bkE0 , 240.000000
bkF0 , 86400.000000
bkG0 , 0x00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 
bkH0 , 40.000000
bkJ0 , 0.000000
bkK0 , 22.000000
bkL0 , 1.000000
bkM0 , 95.000000
bkN0 , 4.000000
bkP0 , 0.000000
bkQ0 , 0.000000
blh0 , 0x00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  
blr0 , 0.000000
bls0 , 0.000000
bmA0 , 0x1a 00 00 00 2d 00 00 00  0d 00 00 00 02 00 00 00  00 00 00 00 16 02 00 00  4a 02 00 00 c6 00 00 00  1c 00 00 00 03 00 00 00  
bmB0 , 0x83 01 00 00 
bmC0 , 341.000000
bmD0 , 0x00 00 00 00 00 00 00 00  00 00 
bmE0 , 0x00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  
bmF0 , 3.000000
bmG0 , 4420.000000
bmH0 , 4420.000000
bmI0 , 4420.000000
bmJ0 , 4480.000000
bmK0 , 4420.000000
bmL0 , 184.000000
bmN0 , 0.000000
bmP0 , 0.000000
bmQ0 , 0xc6 00 f8 00 2a 01 e9 03  ff ff 
bmR0 , 0x1c 02 8f 02 02 03 75 03  ff ff 
bmS0 , 0x80 11 6c 11 58 11 44 11  12 11 
bmT0 , 0x09 00 0d 00 18 00 2d 00  52 00 08 00 0c 00 17 00  2a 00 3c 00 
bmU0 , 4420.000000
bma0 , 0x00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 
bmb0 , 0x00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 
bmc0 , 0x00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 
bmd0 , 0x00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 
bme0 , 0x00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 
bmf0 , 0x00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 
bmg0 , 0x00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 
bmh0 , 0x00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 
bmi0 , 0x00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 
bmj0 , 0x00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 
bmk0 , 0x00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 
bml0 , 0.000000
bmm0 , 0x00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 
bmn0 , 0.000000
bnL0 , 0x00 00 00 00 
bnM0 , 0x00 00 
bnN0 , 0.400000
bpx0 , 0x00 
btq0 , 0x00 
btu0 , 0.000000
btx0 , 0x02 83 00 18 01 01 08 00  00 00 00 02 45 00 18 01  01 08 00 00 00 00 02 46  00 18 01 01 08 00 00 00  00 01 c8 00 18 01 09 08  00 03 00 00 01 ba 00 18  01 09 08 00 12 00 00 01  12 00 18 01 09 08 00 03  00 00 01 13 00 18 01 09  08 00 03 00 00 01 a2 00  18 01 09 08 00 03 00 00  82 45 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  00 00 00 00 00 00 00 00  
bua0 , 0.000000
bub0 , 1520.000000
buc0 , 4420.000000
bud0 , 0.000000
bue0 , 0.000000
buf0 , 4420.000000
bug0 , 1520.000000
buh0 , 0.000000
bui0 , 0.000000
buj0 , 0.000000
bvs0 , 4347.000000
bvt0 , 0.000000
bvu0 , 0.000000
bvv0 , 0x7b 42 76 3c 
bvw0 , 79.000000
bvx0 , 110.000000
bvy0 , 126.000000
bvz0 , 109.000000
bwA0 , 126.000000
bwB0 , 98.000000
bwC0 , 122.000000
bwD0 , 128.000000
bwE0 , 133.000000
bwF0 , 146.000000
bwG0 , 155.000000
bwH0 , 152.000000
bwI0 , 170.000000
bwJ0 , 333.000000
bwK0 , 1516.000000
bwL0 , 0x80 20 
bwM0 , 432770.000000
bwN0 , 363.000000
bwO0 , 3914.000000
bwP0 , 3914.000000
bwQ0 , 0.000000
ceH1 , 0.000000
ceH2 , 0.000000
ceH8 , 0.000000
cePa , 0.000000
ceh1 , 0.000000
ceh2 , 0.000000
ceh4 , 0.000000
ceh5 , 0.000000
ceh6 , 0.000000
ceh8 , 0.000000
cehk , 0.000000
cmDM , 0.000000
cmL0 , 1.000000
cmL1 , 0.000000
cmL2 , 0.000000
cmL3 , 0.000000
cmL4 , 0.000000
cmL5 , 0.000000
cmL6 , 1.000000
cmL7 , 1.000000
cmL8 , 1.000000
cmL9 , 1.000000
cmLA , 0.000000
cmLB , 1.000000
cmLC , 0.000000
cmLD , 0.000000
cmLE , 1.000000
cmLF , 0.000000
cmPM , 1.000000
cmPm , 0.000000
cmT1 , 100.000000
cmT4 , 100.000000
cmT5 , 100.000000
cmTH , 100.000000
cmTI , 0.000000
cmUM , 1.000000
cmt1 , 100.000000
cmt4 , 100.000000
cmt5 , 100.000000
csH1 , 0.000000
csPa , 0.000000
csTI , 0.000000
csh1 , 0.000000
dcL0 , 0.000000
dcl0 , 0.000000
eeH1 , -9.871799
eeH2 , -17.711397
eeH8 , -6.742405
eePa , -100.000000
eeh1 , -5.871799
eeh2 , -14.711397
eeh4 , -5.871799
eeh5 , -4.171902
eeh6 , -12.281775
eeh8 , -63.742405
eehk , -12.008259
f001 , 38.430298
f002 , 50.774200
f003 , 0.000000
f004 , 33.227295
f005 , 55.721161
f006 , 48.033340
f007 , 50.054688
f008 , 34.599991
f009 , 32.788574
f00a , 46.720001
fSX1 , 0.000000
fSX2 , 0.000000
fSX3 , 0.000000
fSX4 , 0.000000
fSX5 , 0.000000
fSX6 , 0.000000
fSX7 , 0.000000
fSX8 , 0.000000
fSX9 , 0.000000
fdS0 , 2.925519
fdS1 , 2.536131
feH2 , -17.211395
feH8 , -6.742401
feh4 , -5.871796
feh5 , -4.171906
feh6 , -11.794617
feh8 , -63.742405
fehk , -11.537781
fi0V , 34.699997
ft00 , 35.685799
ft01 , 37.120392
ft02 , 18.308811
ft03 , 48.013153
ft04 , 7.425555
ft05 , 33.173477
ft06 , 55.384232
ft07 , 45.331745
ft08 , 46.065781
ft09 , 20.091784
ft10 , 34.729340
ft11 , 32.751785
ft12 , 16.058712
ft13 , 43.757233
ftA0 , -3.175000
ftA1 , 0.425000
ftA2 , 0.325000
ftA3 , 0.925000
ftA4 , -1.775000
ftD0 , 80.982239
ftD1 , 67.900452
ftE0 , 70.948624
ftE1 , 67.820602
ftG0 , 63.151955
ftG1 , 62.995705
ftG2 , 63.433205
ftG3 , 63.407814
ftP0 , 68.242592
ftP1 , 67.972893
ftP2 , 67.764420
ftP3 , 67.750114
ftP4 , 68.044319
ftP5 , 69.310722
fuCO , 0.000000
fuCo , 0.000000
htB0 , 7.027000
htNF , 100.000000
htT2 , 100.000000
htT6 , 100.000000
htT8 , 100.000000
htTk , 100.000000
iaL2 , 0.000000
iaU1 , 47.000000
iau1 , 43.000000
iau4 , 43.000000
iau5 , 43.000000
iau6 , 43.000000
isH1 , 0.000000
isH2 , 0.000000
isH8 , 0.000000
isPa , 0.000000
ish1 , 0.000000
ish2 , 0.000000
ish4 , 0.000000
ish5 , 0.000000
ish6 , 0.000000
ish8 , 0.000000
ishk , 0.000000
mEML , 100.000000
mTLL , 0.000000
mTPL , 0.000000
mUTL , 0.000000
maH1 , 0.000000
maPa , 0.000000
mah1 , 0.000000
mdH1 , -9.871796
mdP1 , 100.000000
mdh1 , -5.871796
mdp1 , 100.000000
meH1 , -9.871796
mePa , -50.000000
meh1 , -5.871796
mlB1 , 100.000000
mlB2 , 100.000000
mlB8 , 100.000000
mlC1 , 100.000000
mlC8 , 100.000000
mlCC , 65535.000000
mlCS , 65535.000000
mlD0 , 0.000000
mlD1 , 0.000000
mlI0 , 0.000000
mlK1 , 100.000000
mlK2 , 100.000000
mlP1 , 100.000000
mlPA , 65.000000
mlPS , 65.000000
mlPa , 100.000000
mlS1 , 100.000000
mlT1 , 100.000000
mlW1 , 100.000000
mlb1 , 100.000000
mlb2 , 100.000000
mlb4 , 100.000000
mlb5 , 100.000000
mlbk , 100.000000
mlc1 , 100.000000
mlc8 , 100.000000
mli0 , 0.000000
mli4 , 0.000000
mli5 , 0.000000
mlk1 , 100.000000
mlkk , 100.000000
mlmx , 100.000000
mlp1 , 100.000000
mlr4 , 100.000000
mlr5 , 100.000000
mlr6 , 100.000000
mls1 , 100.000000
mlt1 , 100.000000
mlt4 , 100.000000
mlt5 , 100.000000
mmCD , 0.000000
mmCT , 10.000000
mmL0 , 0.000000
mmPM , 1.000000
mmPm , 0.000000
mmTI , 0.000000
mmV1 , 0.000000
mmV2 , 0.000000
mmV3 , 0.000000
mmV4 , 0.000000
mmV5 , 0.000000
mmV6 , 0.000000
mmV7 , 0.000000
msP0 , 59.481861
msPa , 46.793129
msTI , 0.000000
muH1 , -9.871796
muP1 , 100.000000
muh1 , -5.871796
mup1 , 100.000000
mxBR , 38.828098
mxBa , 32.991741
mxC2 , 100.000000
mxD0 , 1.000000
mxFL , 31.288603
mxH1 , 0.000000
mxH2 , 0.000000
mxH8 , 0.000000
mxPS , 100.000000
mxPa , 0.000000
mxPs , 100.000000
mxRH , 30.718225
mxRM , 37.128201
mxRQ , 36.257595
mxRR , 37.128201
mxh1 , 0.000000
mxh2 , 0.000000
mxh4 , 0.000000
mxh5 , 0.000000
mxh6 , 0.000000
mxh8 , 0.000000
mxhk , 0.000000
oFT0 , 5.000000
oFT1 , 5.000000
oFT2 , 40.000000
oFT3 , 40.000000
oFT4 , 5.000000
oFT5 , 30.000000
oTD0 , 90.000000
oTD1 , 90.000000
oft0 , 10.000000
oft2 , 540.000000
oft3 , 10.000000
oft4 , 10.000000
oft5 , 10.000000
oft6 , 10.000000
oft7 , 10.000000
oft9 , 540.000000
ofta , 10.000000
oftc , 540.000000
oftd , 10.000000
ohE0 , -100.500000
ohE1 , 99.500000
ohF0 , -100.500000
ohF1 , 99.500000
ohG0 , -100.500000
ohG1 , 99.500000
ohI0 , -100.500000
ohI1 , 99.500000
ohI2 , -100.500000
ohI3 , 99.500000
ohe0 , -100.500000
ohe1 , 99.500000
ohi0 , -100.500000
ohi1 , 99.500000
oht0 , -0.500000
oht1 , 99.500000
oki0 , 0.150000
oki3 , 0.000000
oki4 , 0.000000
oki5 , 0.000000
oki6 , 0.000000
okia , 0.000000
okib , 0.000000
okic , 0.000000
okid , 0.300000
okie , 0.400000
okim , 0.000000
okp0 , 0.480000
okp3 , 65.000000
okp4 , 65.000000
okp5 , 65.000000
okp6 , 42.500000
okpa , 85.000000
okpb , 51.000000
okpc , 42.500000
okpd , 7.100000
okpe , 27.200001
okpm , 31.875000
omO0 , -100.000000
omO1 , -2.000000
omO2 , 0.000000
omO3 , 1.500000
omO4 , 5.000000
omO5 , 10.000000
omO6 , -100.000000
omO7 , -2.000000
omO8 , 0.000000
omO9 , 1.500000
omOa , 10.000000
omOb , 25.000000
omOc , -100.000000
omOd , -2.000000
omOe , 0.000000
omOf , 2.000000
omOg , 3.000000
omOh , 10.000000
omOi , -100.000000
omOj , -2.000000
omOk , 0.000000
omOl , 2.000000
omOm , 3.000000
omOn , 25.000000
omm0 , 5.000000
omm1 , 105.000000
omm2 , 5.000000
omm3 , 105.000000
omo0 , -100.000000
omo1 , -2.000000
omo2 , 0.000000
omo3 , 1.500000
omo4 , 5.000000
omo5 , 10.000000
omo6 , -100.000000
omo7 , -2.000000
omo8 , 0.000000
omo9 , 1.500000
omoa , 10.000000
omob , 25.000000
omoc , -100.000000
omod , -2.000000
omoe , 0.000000
omof , 2.000000
omog , 3.000000
omoh , 10.000000
omoi , -100.000000
omoj , -2.000000
omok , 0.000000
omol , 2.000000
omom , 3.000000
omon , 25.000000
onm0 , -50.000000
onm1 , -20.000000
onm2 , 0.000000
onm3 , 20.000000
onm4 , 50.000000
onm5 , -50.000000
onm6 , -20.000000
onm7 , 0.000000
onm8 , 20.000000
onm9 , 50.000000
oof0 , 0.000000
oof1 , 0.000000
oof2 , 0.000000
oof3 , 0.000000
oof4 , 0.000000
oof5 , 0.000000
oof6 , 0.000000
oof7 , 0.000000
oof8 , 0.000000
oof9 , 0.000000
oofa , 0.000000
oofb , 0.000000
oofc , 0.000000
oofd , 0.000000
oofe , 0.000000
ooff , 0.000000
oofg , 0.000000
opmn , 65.000000
opmu , 65.000000
opmx , 4.655000
opmy , 7.000000
osdM , 2.570000
osdm , 2.720000
osuM , 2.370000
otpr , 0.400000
ov00 , -0.220000
ov01 , 0.620000
ov02 , 0.520000
ov03 , -0.180000
ov10 , 0.240000
ov11 , 0.580000
ov12 , -0.030000
ov13 , 0.820000
ov14 , 0.330000
ov15 , -0.770000
ov20 , 0.140000
ov21 , 0.580000
ov22 , 0.830000
ov23 , -0.460000
ov30 , -0.270000
ov31 , 0.360000
ov32 , 0.500000
ov33 , 0.110000
ov40 , 0.220000
ov41 , 0.700000
ov42 , 0.270000
ov50 , 0.330000
ov51 , 0.640000
ov52 , 0.320000
ov60 , 0.150000
ov61 , 0.990000
ov70 , 0.250000
ov71 , 0.890000
ov72 , 0.080000
ov80 , 0.310000
ov81 , 0.800000
ov82 , 0.180000
ov90 , -0.220000
ov91 , 0.900000
ov92 , -0.390000
ov93 , 0.490000
ovA0 , 1.250000
ovA1 , 0.980000
ovB5 , 64.400002
ovB6 , 64.400002
ovB7 , 64.400002
ovB8 , 64.400002
ovB9 , 64.400002
ovBa , 64.400002
ovBb , 64.400002
ovBc , 64.400002
ovBm , 70.000000
ovBn , 64.967743
ovBo , 64.400002
ovC2 , 70.000000
ovC3 , 68.739998
ovC4 , 68.739998
ovC5 , 68.739998
ovC6 , 68.739998
